datetime,symbol,open,high,low,close,volume
2013-06-27 09:30:00,NYSE:EOG,66.58,67.04,65.36,65.504995,3611420.0
2013-06-28 09:30:00,NYSE:EOG,65.214995,66.495005,65.01,65.839995,3427256.0
2013-07-01 09:30:00,NYSE:EOG,66.894995,68.214995,66.620005,67.655,3232594.0
2013-07-02 09:30:00,NYSE:EOG,67.620005,69.635,67.620005,68.94,4341192.0
2013-07-03 09:30:00,NYSE:EOG,69.0,69.25,68.405,69.089995,1709298.0
2013-07-05 09:30:00,NYSE:EOG,69.53,70.32,69.315,70.199995,2281490.0
2013-07-08 09:30:00,NYSE:EOG,70.75,71.265,69.504995,69.879995,3430316.0
2013-07-09 09:30:00,NYSE:EOG,70.475,71.235,70.195,71.11,3548494.0
2013-07-10 09:30:00,NYSE:EOG,71.345,71.839995,70.815,71.135,3534520.0
2013-07-11 09:30:00,NYSE:EOG,72.0,73.394995,71.445,71.775,5601574.0
2013-07-12 09:30:00,NYSE:EOG,71.550005,72.385,70.955,72.355005,3778034.0
2013-07-15 09:30:00,NYSE:EOG,72.315,72.8076,71.29245,71.769995,3462344.0
2013-07-16 09:30:00,NYSE:EOG,71.89,72.7675,71.875,72.28,3735922.0
2013-07-17 09:30:00,NYSE:EOG,72.525,73.21,72.324995,72.915,2746630.0
2013-07-18 09:30:00,NYSE:EOG,73.21,74.135,73.11,73.5,3070432.0
2013-07-19 09:30:00,NYSE:EOG,73.905,74.35,73.254995,74.335,2742446.0
2013-07-22 09:30:00,NYSE:EOG,74.315,75.025,73.769995,74.745005,3241178.0
2013-07-23 09:30:00,NYSE:EOG,74.81,74.99,74.00625,74.32,3267206.0
2013-07-24 09:30:00,NYSE:EOG,74.545,74.57,71.58,72.035005,6076634.0
2013-07-25 09:30:00,NYSE:EOG,72.035005,73.699995,72.0,73.685,3930800.0
2013-07-26 09:30:00,NYSE:EOG,73.120005,73.36,72.120005,72.870005,2974548.0
2013-07-29 09:30:00,NYSE:EOG,72.660005,72.75995,71.935,72.355005,1627300.0
2013-07-30 09:30:00,NYSE:EOG,72.525,72.89,70.775,72.050005,3268952.0
2013-07-31 09:30:00,NYSE:EOG,72.31,74.084955,72.31,72.745005,3469416.0
2013-08-01 09:30:00,NYSE:EOG,73.785005,76.455,73.785005,76.035005,3997024.0
2013-08-02 09:30:00,NYSE:EOG,75.379995,76.605005,75.125,76.515,2817310.0
2013-08-05 09:30:00,NYSE:EOG,76.47,77.519995,76.074995,77.089995,3573944.0
2013-08-06 09:30:00,NYSE:EOG,77.050005,77.455,75.652495,76.61,4960858.0
2013-08-07 09:30:00,NYSE:EOG,80.155,80.735,77.644995,78.11,9414054.0
2013-08-08 09:30:00,NYSE:EOG,78.93,80.125,78.155,79.29,4722976.0
2013-08-09 09:30:00,NYSE:EOG,79.33,79.985,79.0,79.42,3664428.0
2013-08-12 09:30:00,NYSE:EOG,79.08,80.225,78.730005,79.379995,4004378.0
2013-08-13 09:30:00,NYSE:EOG,79.5,79.577005,78.379995,79.120005,2282664.0
2013-08-14 09:30:00,NYSE:EOG,79.06,79.449995,78.0616,78.199995,2548278.0
2013-08-15 09:30:00,NYSE:EOG,77.769995,78.89,77.144995,78.295,2551442.0
2013-08-16 09:30:00,NYSE:EOG,77.765,78.445,77.155,77.745005,2501962.0
2013-08-19 09:30:00,NYSE:EOG,77.76,78.06,76.269995,76.345,2752962.0
2013-08-20 09:30:00,NYSE:EOG,76.35,77.945,76.0805,77.31,2398292.0
2013-08-21 09:30:00,NYSE:EOG,77.185,77.185,75.695,75.92,2361658.0
2013-08-22 09:30:00,NYSE:EOG,76.365,77.68,76.225,77.199995,1462944.0
2013-08-23 09:30:00,NYSE:EOG,77.199995,78.394995,76.769995,78.31,2086048.0
2013-08-26 09:30:00,NYSE:EOG,78.629995,79.805,78.415,78.555,2217960.0
2013-08-27 09:30:00,NYSE:EOG,78.08,79.2815,78.0,78.144995,2277086.0
2013-08-28 09:30:00,NYSE:EOG,78.47,80.6585,78.415,79.730005,3517860.0
2013-08-29 09:30:00,NYSE:EOG,79.365,79.65,78.339995,78.545,1998340.0
2013-08-30 09:30:00,NYSE:EOG,78.75,79.160005,78.144995,78.525,2166526.0
2013-09-03 09:30:00,NYSE:EOG,79.730005,80.24575,78.525,79.214995,2207682.0
2013-09-04 09:30:00,NYSE:EOG,78.745005,80.504995,78.745005,80.265,2612320.0
2013-09-05 09:30:00,NYSE:EOG,80.61,81.31,80.475,80.714995,1967622.0
2013-09-06 09:30:00,NYSE:EOG,81.285005,82.165,80.29,80.86,3772684.0
2013-09-09 09:30:00,NYSE:EOG,81.550005,82.0,81.085,81.824995,3750896.0
2013-09-10 09:30:00,NYSE:EOG,81.75,82.36,80.464995,81.75,3420506.0
2013-09-11 09:30:00,NYSE:EOG,81.725,83.685,81.42,83.574995,3615374.0
2013-09-12 09:30:00,NYSE:EOG,83.769995,84.385,83.5,83.995005,3130272.0
2013-09-13 09:30:00,NYSE:EOG,83.875,84.07,83.050005,83.22,2089402.0
2013-09-16 09:30:00,NYSE:EOG,83.769995,83.995005,82.54,82.9,2470984.0
2013-09-17 09:30:00,NYSE:EOG,83.254995,84.18,82.89425,83.885,2069828.0
2013-09-18 09:30:00,NYSE:EOG,83.629995,86.18,83.6,85.894995,2871078.0
2013-09-19 09:30:00,NYSE:EOG,86.050005,86.405,84.675005,85.365,2123292.0
2013-09-20 09:30:00,NYSE:EOG,85.25,85.765,84.265,84.435,3690112.0
2013-09-23 09:30:00,NYSE:EOG,84.285005,84.855005,84.055,84.43,2652348.0
2013-09-24 09:30:00,NYSE:EOG,84.705,86.96,84.31,86.045,4233454.0
2013-09-25 09:30:00,NYSE:EOG,86.045,86.6445,85.365,85.69,3507350.0
2013-09-26 09:30:00,NYSE:EOG,85.86,86.085,84.910005,86.045,1933520.0
2013-09-27 09:30:00,NYSE:EOG,85.615,85.832,84.9,85.365,1663740.0
2013-09-30 09:30:00,NYSE:EOG,83.78,85.17,83.56,84.64,2593748.0
2013-10-01 09:30:00,NYSE:EOG,84.305,86.415,84.275,86.074995,2809372.0
2013-10-02 09:30:00,NYSE:EOG,85.935,86.18,84.589995,86.18,2717644.0
2013-10-03 09:30:00,NYSE:EOG,85.975,86.115,84.995005,85.9,2515624.0
2013-10-04 09:30:00,NYSE:EOG,85.96,87.43075,85.269995,87.295,3206438.0
2013-10-07 09:30:00,NYSE:EOG,86.105005,87.105005,85.625505,86.415,3423748.0
2013-10-08 09:30:00,NYSE:EOG,86.17,87.324995,85.205,85.730005,3545166.0
2013-10-09 09:30:00,NYSE:EOG,86.165,86.78,84.800005,85.76,3839628.0
2013-10-10 09:30:00,NYSE:EOG,86.695,87.47,86.47,87.43,3033276.0
2013-10-11 09:30:00,NYSE:EOG,87.160005,90.475,87.125,89.495005,3900160.0
2013-10-14 09:30:00,NYSE:EOG,88.68,90.54,88.165,90.53,2461212.0
2013-10-15 09:30:00,NYSE:EOG,90.125,90.99,89.5,89.985,3037934.0
2013-10-16 09:30:00,NYSE:EOG,91.24,92.935,90.735,91.144995,4586990.0
2013-10-17 09:30:00,NYSE:EOG,90.839995,91.199995,89.65,90.695,4643640.0
2013-10-18 09:30:00,NYSE:EOG,91.33,92.085,90.42,91.894995,4309848.0
2013-10-21 09:30:00,NYSE:EOG,91.5,92.75,91.324995,92.160005,2405134.0
2013-10-22 09:30:00,NYSE:EOG,93.394995,94.14995,91.79,92.574995,3929960.0
2013-10-23 09:30:00,NYSE:EOG,91.56,91.56,88.254995,89.22,5441464.0
2013-10-24 09:30:00,NYSE:EOG,89.03,91.2825,88.055,90.714995,4081906.0
2013-10-25 09:30:00,NYSE:EOG,91.175005,92.045,90.644995,91.72,2584530.0
2013-10-28 09:30:00,NYSE:EOG,91.915,91.95,90.9375,91.21,1838642.0
2013-10-29 09:30:00,NYSE:EOG,91.435,92.885,91.155,92.54,2861722.0
2013-10-30 09:30:00,NYSE:EOG,93.16,93.425,89.445,90.165,3915716.0
2013-10-31 09:30:00,NYSE:EOG,89.99,90.455,88.355,89.2,3954310.0
2013-11-01 09:30:00,NYSE:EOG,89.305,90.015,87.701,89.49,3633164.0
2013-11-04 09:30:00,NYSE:EOG,90.235,91.8,89.86475,91.73,2739262.0
2013-11-05 09:30:00,NYSE:EOG,91.67,91.67,89.76,89.865,3686698.0
2013-11-06 09:30:00,NYSE:EOG,90.665,91.45,87.97,88.32,4666828.0
2013-11-07 09:30:00,NYSE:EOG,89.655,90.12,82.5255,85.79,9041352.0
2013-11-08 09:30:00,NYSE:EOG,85.56,86.63,85.28,85.48,5577716.0
2013-11-11 09:30:00,NYSE:EOG,85.605,85.82,84.8155,85.725,3293196.0
2013-11-12 09:30:00,NYSE:EOG,85.35,85.54,82.9,83.55,4579656.0
2013-11-13 09:30:00,NYSE:EOG,83.22,84.92885,82.8925,84.73,4713280.0
2013-11-14 09:30:00,NYSE:EOG,84.745,85.04,83.975,84.835,3690688.0
2013-11-15 09:30:00,NYSE:EOG,85.14,86.0695,83.94,85.69,4322424.0
2013-11-18 09:30:00,NYSE:EOG,85.75,86.1,83.735,84.26,3031958.0
2013-11-19 09:30:00,NYSE:EOG,84.06,84.735,82.8255,83.945,3115310.0
2013-11-20 09:30:00,NYSE:EOG,84.4225,84.88,83.1055,83.46,3010688.0
2013-11-21 09:30:00,NYSE:EOG,84.06,84.98,83.9,84.655,3079280.0
2013-11-22 09:30:00,NYSE:EOG,85.1,85.205,83.675,85.075,2536554.0
2013-11-25 09:30:00,NYSE:EOG,84.66,84.685,82.835,84.595,3777856.0
2013-11-26 09:30:00,NYSE:EOG,84.675,85.7395,83.85,84.6,3180770.0
2013-11-27 09:30:00,NYSE:EOG,84.465,84.845,82.76,83.215,3360690.0
2013-11-29 09:30:00,NYSE:EOG,83.25,83.555,82.0925,82.5,2248410.0
2013-12-02 09:30:00,NYSE:EOG,83.0,83.275,81.565,82.5,3034970.0
2013-12-03 09:30:00,NYSE:EOG,82.225,83.3648,80.91,82.74,4165388.0
2013-12-04 09:30:00,NYSE:EOG,82.8,84.555,82.75,83.565,3751452.0
2013-12-05 09:30:00,NYSE:EOG,82.67,83.87,82.08,82.69,4476066.0
2013-12-06 09:30:00,NYSE:EOG,83.475,83.55,79.945,80.02,7345236.0
2013-12-09 09:30:00,NYSE:EOG,80.46,80.625,78.155,79.07,8547618.0
2013-12-10 09:30:00,NYSE:EOG,79.215,80.97,79.07,79.655,4554700.0
2013-12-11 09:30:00,NYSE:EOG,79.425,79.5675,78.005,78.13,4239902.0
2013-12-12 09:30:00,NYSE:EOG,78.215,79.66,78.12,79.18,3813236.0
2013-12-13 09:30:00,NYSE:EOG,78.835,79.675,78.245,79.51,4488630.0
2013-12-16 09:30:00,NYSE:EOG,79.67,80.985,79.67,79.87,4120576.0
2013-12-17 09:30:00,NYSE:EOG,80.26,80.26,78.755,79.825,3474186.0
2013-12-18 09:30:00,NYSE:EOG,79.82,81.19,79.165,81.0,5966640.0
2013-12-19 09:30:00,NYSE:EOG,80.835,82.955,80.59,82.665,5075004.0
2013-12-20 09:30:00,NYSE:EOG,83.06,84.66,82.725,84.26,6269038.0
2013-12-23 09:30:00,NYSE:EOG,84.63,84.92,83.415,83.81,3028054.0
2013-12-24 09:30:00,NYSE:EOG,83.91,84.135,83.115,84.13,978182.0
2013-12-26 09:30:00,NYSE:EOG,84.23,84.76995,83.835,84.01,1772308.0
2013-12-27 09:30:00,NYSE:EOG,84.07,84.738,83.84,84.58,1686012.0
2013-12-30 09:30:00,NYSE:EOG,84.475,85.25,83.0975,83.675,2811434.0
2013-12-31 09:30:00,NYSE:EOG,83.67,84.425,83.23505,83.92,2109852.0
2014-01-02 09:30:00,NYSE:EOG,83.285,83.97805,82.03,82.51,2944140.0
2014-01-03 09:30:00,NYSE:EOG,82.875,83.325,81.9052,82.28,2693750.0
2014-01-06 09:30:00,NYSE:EOG,82.385,82.665,81.1675,82.01,3649192.0
2014-01-07 09:30:00,NYSE:EOG,82.535,83.455,81.8525,83.425,3287000.0
2014-01-08 09:30:00,NYSE:EOG,83.01,83.91495,82.525,83.39,2857880.0
2014-01-09 09:30:00,NYSE:EOG,83.705,84.445,82.74,83.5,3539336.0
2014-01-10 09:30:00,NYSE:EOG,83.73,84.05,82.995,83.405,2949798.0
2014-01-13 09:30:00,NYSE:EOG,83.705,84.135,81.485,81.73,2672664.0
2014-01-14 09:30:00,NYSE:EOG,82.03,84.365,81.815,84.3,3221976.0
2014-01-15 09:30:00,NYSE:EOG,84.73,86.64,84.7,85.18,4088860.0
2014-01-16 09:30:00,NYSE:EOG,85.05,85.585,84.35,85.05,3342482.0
2014-01-17 09:30:00,NYSE:EOG,85.48,85.94,84.46,84.48,3325724.0
2014-01-21 09:30:00,NYSE:EOG,84.58,85.275,84.07,84.615,3195084.0
2014-01-22 09:30:00,NYSE:EOG,85.0975,86.15,84.625,85.86,3588544.0
2014-01-23 09:30:00,NYSE:EOG,84.89,85.86995,84.115,84.585,4482806.0
2014-01-24 09:30:00,NYSE:EOG,84.025,84.52,82.56005,82.765,5653078.0
2014-01-27 09:30:00,NYSE:EOG,82.585,82.745,80.63,81.05,3809822.0
2014-01-28 09:30:00,NYSE:EOG,81.69,83.75,81.145,83.61,3292674.0
2014-01-29 09:30:00,NYSE:EOG,82.96,83.08,81.7702,82.325,3280418.0
2014-01-30 09:30:00,NYSE:EOG,82.55,83.75,82.325,83.065,2262924.0
2014-01-31 09:30:00,NYSE:EOG,82.335,83.8,81.59,82.62,2639566.0
2014-02-03 09:30:00,NYSE:EOG,82.305,83.43,80.75,80.87,4528920.0
2014-02-04 09:30:00,NYSE:EOG,81.335,84.495,81.25,84.29,6577434.0
2014-02-05 09:30:00,NYSE:EOG,84.05,84.85,83.385,83.745,4293062.0
2014-02-06 09:30:00,NYSE:EOG,83.845,86.895,83.845,86.625,5142174.0
2014-02-07 09:30:00,NYSE:EOG,87.385,88.44,86.571,88.25,4184512.0
2014-02-10 09:30:00,NYSE:EOG,88.38,88.38,86.535,87.1,3538252.0
2014-02-11 09:30:00,NYSE:EOG,87.15,88.105,86.78,87.365,3299190.0
2014-02-12 09:30:00,NYSE:EOG,87.875,88.45,87.245,87.555,2588172.0
2014-02-13 09:30:00,NYSE:EOG,86.79,88.3765,86.3,87.735,3432632.0
2014-02-14 09:30:00,NYSE:EOG,87.855,88.625,87.445,88.48,2340546.0
2014-02-18 09:30:00,NYSE:EOG,89.06,90.13,89.005,89.96,3654694.0
2014-02-19 09:30:00,NYSE:EOG,89.525,90.805,89.2,89.43,3834990.0
2014-02-20 09:30:00,NYSE:EOG,89.52,91.03,89.075,90.015,4511960.0
2014-02-21 09:30:00,NYSE:EOG,90.235,90.485,88.97,89.0,5411032.0
2014-02-24 09:30:00,NYSE:EOG,89.215,90.81,88.515,90.2,7074362.0
2014-02-25 09:30:00,NYSE:EOG,91.425,92.565,89.625,92.0,7465912.0
2014-02-26 09:30:00,NYSE:EOG,91.805,94.2045,91.44,93.22,7214394.0
2014-02-27 09:30:00,NYSE:EOG,93.205,93.8225,92.245,93.735,3779670.0
2014-02-28 09:30:00,NYSE:EOG,93.86,95.54,93.555,94.71,5077904.0
2014-03-03 09:30:00,NYSE:EOG,94.525,96.0,94.31,94.645,5608452.0
2014-03-04 09:30:00,NYSE:EOG,95.235,96.46,95.165,95.78,4266520.0
2014-03-05 09:30:00,NYSE:EOG,96.02,96.61,95.025,95.245,3900792.0
2014-03-06 09:30:00,NYSE:EOG,95.36,96.105,94.66425,95.53,3450578.0
2014-03-07 09:30:00,NYSE:EOG,95.76,95.975,94.1005,94.96,3917102.0
2014-03-10 09:30:00,NYSE:EOG,94.96,94.96,93.56,94.525,2759232.0
2014-03-11 09:30:00,NYSE:EOG,94.92,95.085,92.66,92.8,4103660.0
2014-03-12 09:30:00,NYSE:EOG,91.8,93.215,90.83,92.565,4087848.0
2014-03-13 09:30:00,NYSE:EOG,93.125,93.325,90.885,91.455,3764290.0
2014-03-14 09:30:00,NYSE:EOG,91.485,93.105,91.45,92.985,3178352.0
2014-03-17 09:30:00,NYSE:EOG,93.3,94.0,93.0,93.615,2722320.0
2014-03-18 09:30:00,NYSE:EOG,93.7,95.26,93.59,94.58,3165938.0
2014-03-19 09:30:00,NYSE:EOG,94.675,94.72,93.015,93.765,3165092.0
2014-03-20 09:30:00,NYSE:EOG,93.81,95.28,93.035,95.165,4022466.0
2014-03-21 09:30:00,NYSE:EOG,95.955,96.58,94.69,95.82,5331708.0
2014-03-24 09:30:00,NYSE:EOG,96.125,96.485,94.23,94.8,3461646.0
2014-03-25 09:30:00,NYSE:EOG,95.59,96.485,95.45,95.785,3819058.0
2014-03-26 09:30:00,NYSE:EOG,96.275,97.658,95.95,96.06,4117322.0
2014-03-27 09:30:00,NYSE:EOG,96.145,97.7,96.01,96.73,3535222.0
2014-03-28 09:30:00,NYSE:EOG,97.235,99.41,97.055,98.58,4051242.0
2014-03-31 09:30:00,NYSE:EOG,99.235,99.75,97.525,98.085,4142808.0
2014-04-01 09:30:00,NYSE:EOG,99.38,100.36,98.26,98.98,3422983.0
2014-04-02 09:30:00,NYSE:EOG,98.27,99.45,98.02,99.11,2858190.0
2014-04-03 09:30:00,NYSE:EOG,99.33,101.5,99.26,100.65,5219482.0
2014-04-04 09:30:00,NYSE:EOG,102.67,103.295,98.95,99.77,4030144.0
2014-04-07 09:30:00,NYSE:EOG,99.72,99.98,97.45,97.93,3146581.0
2014-04-08 09:30:00,NYSE:EOG,97.78,99.58,97.54,98.71,3293647.0
2014-04-09 09:30:00,NYSE:EOG,98.94,99.17,97.99,98.95,3826712.0
2014-04-10 09:30:00,NYSE:EOG,98.63,99.99,97.56,98.11,4706319.0
2014-04-11 09:30:00,NYSE:EOG,97.67,99.44,97.57,98.63,4581572.0
2014-04-14 09:30:00,NYSE:EOG,99.52,100.1,98.72,99.96,3427874.0
2014-04-15 09:30:00,NYSE:EOG,99.63,101.68,99.52,101.11,4695789.0
2014-04-16 09:30:00,NYSE:EOG,101.48,102.2015,100.43,101.01,3650994.0
2014-04-17 09:30:00,NYSE:EOG,100.84,102.84,100.84,102.45,3253213.0
2014-04-21 09:30:00,NYSE:EOG,102.98,103.58,101.8401,103.53,2404788.0
2014-04-22 09:30:00,NYSE:EOG,103.27,103.27,102.11,102.34,3332773.0
2014-04-23 09:30:00,NYSE:EOG,102.53,105.18,102.53,105.08,3445732.0
2014-04-24 09:30:00,NYSE:EOG,105.5,105.5,103.42,103.48,3715985.0
2014-04-25 09:30:00,NYSE:EOG,103.25,103.3,98.52,99.04,7169791.0
2014-04-28 09:30:00,NYSE:EOG,99.94,100.0,96.53,98.06,5112184.0
2014-04-29 09:30:00,NYSE:EOG,98.88,101.23,98.83,99.62,4089133.0
2014-04-30 09:30:00,NYSE:EOG,99.07,99.2,97.01,98.0,6297708.0
2014-05-01 09:30:00,NYSE:EOG,98.33,98.77,96.81,97.12,4240561.0
2014-05-02 09:30:00,NYSE:EOG,97.3,98.25,96.82,97.06,3712934.0
2014-05-05 09:30:00,NYSE:EOG,96.04,99.711,96.01,99.25,4766434.0
2014-05-06 09:30:00,NYSE:EOG,102.8,106.5,101.84,103.63,8515778.0
2014-05-07 09:30:00,NYSE:EOG,104.61,105.45,102.64,104.79,5705837.0
2014-05-08 09:30:00,NYSE:EOG,104.03,104.56,101.62,101.73,3265809.0
2014-05-09 09:30:00,NYSE:EOG,102.0,102.3,100.64,102.28,3709705.0
2014-05-12 09:30:00,NYSE:EOG,102.57,103.73,101.98,103.64,3351934.0
2014-05-13 09:30:00,NYSE:EOG,104.58,105.5,104.07,105.17,3426618.0
2014-05-14 09:30:00,NYSE:EOG,105.39,105.49,103.86,103.9,2415023.0
2014-05-15 09:30:00,NYSE:EOG,103.97,103.98,101.551,102.74,2608089.0
2014-05-16 09:30:00,NYSE:EOG,102.57,102.88,101.34,102.5,2846309.0
2014-05-19 09:30:00,NYSE:EOG,102.5,103.36,101.96,102.3,1832776.0
2014-05-20 09:30:00,NYSE:EOG,102.22,102.95,101.47,101.89,1937664.0
2014-05-21 09:30:00,NYSE:EOG,102.7,104.36,102.13,104.16,1777722.0
2014-05-22 09:30:00,NYSE:EOG,104.29,105.17,103.5348,103.68,2458417.0
2014-05-23 09:30:00,NYSE:EOG,103.89,105.15,103.44,103.97,2535088.0
2014-05-27 09:30:00,NYSE:EOG,104.44,104.97,103.75,104.73,2072530.0
2014-05-28 09:30:00,NYSE:EOG,104.86,105.63,104.4,105.19,2725834.0
2014-05-29 09:30:00,NYSE:EOG,105.42,106.71,105.0,106.67,2565461.0
2014-05-30 09:30:00,NYSE:EOG,106.27,106.36,105.25,105.8,2291034.0
2014-06-02 09:30:00,NYSE:EOG,105.95,106.0,104.95,105.38,1712411.0
2014-06-03 09:30:00,NYSE:EOG,105.45,106.66,105.27,106.66,1975029.0
2014-06-04 09:30:00,NYSE:EOG,106.48,106.73,105.56,106.37,1695842.0
2014-06-05 09:30:00,NYSE:EOG,106.35,107.91,105.82,107.9,2212057.0
2014-06-06 09:30:00,NYSE:EOG,108.14,109.56,108.04,109.32,2151401.0
2014-06-09 09:30:00,NYSE:EOG,110.09,110.75,109.0,109.51,2366345.0
2014-06-10 09:30:00,NYSE:EOG,109.39,109.7499,108.41,108.69,2174742.0
2014-06-11 09:30:00,NYSE:EOG,108.25,110.91,108.14,110.7,2684063.0
2014-06-12 09:30:00,NYSE:EOG,111.46,113.02,111.22,111.63,3800762.0
2014-06-13 09:30:00,NYSE:EOG,111.77,114.06,110.53,114.02,3130101.0
2014-06-16 09:30:00,NYSE:EOG,115.21,115.21,113.02,114.03,4075258.0
2014-06-17 09:30:00,NYSE:EOG,113.95,113.95,111.26,112.39,5247698.0
2014-06-18 09:30:00,NYSE:EOG,112.58,113.84,111.74,113.54,2912510.0
2014-06-19 09:30:00,NYSE:EOG,113.14,115.85,112.52,115.8,3866483.0
2014-06-20 09:30:00,NYSE:EOG,117.05,118.39,116.15,117.98,5556996.0
2014-06-23 09:30:00,NYSE:EOG,118.52,118.89,116.95,117.41,3329234.0
2014-06-24 09:30:00,NYSE:EOG,117.18,117.45,112.24,113.02,4577977.0
2014-06-25 09:30:00,NYSE:EOG,113.32,116.25,113.32,116.02,3456736.0
2014-06-26 09:30:00,NYSE:EOG,115.68,115.82,114.07,115.42,2355128.0
2014-06-27 09:30:00,NYSE:EOG,115.23,115.93,114.71,115.84,2801758.0
2014-06-30 09:30:00,NYSE:EOG,116.08,117.19,115.85,116.86,2344837.0
2014-07-01 09:30:00,NYSE:EOG,117.44,117.94,116.02,116.55,2793819.0
2014-07-02 09:30:00,NYSE:EOG,116.86,117.59,115.54,116.23,2649906.0
2014-07-03 09:30:00,NYSE:EOG,116.27,117.02,115.11,116.75,1677892.0
2014-07-07 09:30:00,NYSE:EOG,116.4,116.5,115.42,115.73,1574664.0
2014-07-08 09:30:00,NYSE:EOG,115.37,116.55,115.13,115.98,2511389.0
2014-07-09 09:30:00,NYSE:EOG,116.1,116.63,115.19,116.56,1938840.0
2014-07-10 09:30:00,NYSE:EOG,114.88,115.88,113.76,114.96,2212687.0
2014-07-11 09:30:00,NYSE:EOG,115.74,115.74,113.39,113.65,2482078.0
2014-07-14 09:30:00,NYSE:EOG,114.65,116.05,114.31,115.69,2956255.0
2014-07-15 09:30:00,NYSE:EOG,114.91,115.62,112.6389,113.44,3367679.0
2014-07-16 09:30:00,NYSE:EOG,114.62,117.28,114.17,117.1,3182834.0
2014-07-17 09:30:00,NYSE:EOG,117.48,118.81,115.35,115.55,2288182.0
2014-07-18 09:30:00,NYSE:EOG,115.36,116.387,114.342,116.04,2605225.0
2014-07-21 09:30:00,NYSE:EOG,115.86,116.425,115.12,116.15,1594977.0
2014-07-22 09:30:00,NYSE:EOG,116.75,117.62,115.8,116.55,2600588.0
2014-07-23 09:30:00,NYSE:EOG,116.7,116.7,115.3,115.95,3621590.0
2014-07-24 09:30:00,NYSE:EOG,116.48,116.93,115.7,116.2,2864399.0
2014-07-25 09:30:00,NYSE:EOG,115.58,115.86,114.4003,114.82,1981201.0
2014-07-28 09:30:00,NYSE:EOG,114.82,115.02,113.0,113.39,2993483.0
2014-07-29 09:30:00,NYSE:EOG,113.27,115.33,113.19,114.24,2502920.0
2014-07-30 09:30:00,NYSE:EOG,114.83,115.44,113.36,113.63,1779381.0
2014-07-31 09:30:00,NYSE:EOG,112.84,113.09,109.37,109.44,4162781.0
2014-08-01 09:30:00,NYSE:EOG,108.65,109.81,107.16,108.04,3966436.0
2014-08-04 09:30:00,NYSE:EOG,108.74,112.12,108.08,111.81,3007100.0
2014-08-05 09:30:00,NYSE:EOG,111.81,111.81,107.51,108.63,4850181.0
2014-08-06 09:30:00,NYSE:EOG,107.03,108.5086,105.6301,106.64,5007977.0
2014-08-07 09:30:00,NYSE:EOG,107.63,107.63,105.4,106.06,2977507.0
2014-08-08 09:30:00,NYSE:EOG,106.07,107.9,106.07,107.78,2354184.0
2014-08-11 09:30:00,NYSE:EOG,108.72,109.0,107.92,108.3,2760744.0
2014-08-12 09:30:00,NYSE:EOG,107.89,108.49,106.34,106.69,3265911.0
2014-08-13 09:30:00,NYSE:EOG,107.66,107.88,106.22,106.35,2337379.0
2014-08-14 09:30:00,NYSE:EOG,107.22,107.23,103.57,103.93,3490654.0
2014-08-15 09:30:00,NYSE:EOG,103.97,106.42,103.67,106.09,4557934.0
2014-08-18 09:30:00,NYSE:EOG,106.65,106.91,104.66,105.43,3276046.0
2014-08-19 09:30:00,NYSE:EOG,106.1,107.35,105.66,107.03,3147466.0
2014-08-20 09:30:00,NYSE:EOG,107.09,107.45,106.1,107.28,2185882.0
2014-08-21 09:30:00,NYSE:EOG,107.5,107.5199,106.0201,107.19,2138759.0
2014-08-22 09:30:00,NYSE:EOG,106.59,106.84,105.61,106.27,2075667.0
2014-08-25 09:30:00,NYSE:EOG,106.93,108.25,106.6,107.94,1938369.0
2014-08-26 09:30:00,NYSE:EOG,108.86,110.47,108.5,109.4,3285701.0
2014-08-27 09:30:00,NYSE:EOG,109.43,109.45,108.07,108.61,1996698.0
2014-08-28 09:30:00,NYSE:EOG,108.32,109.08,108.1,108.39,1757040.0
2014-08-29 09:30:00,NYSE:EOG,108.8,109.98,108.37,109.88,1802696.0
2014-09-02 09:30:00,NYSE:EOG,109.57,109.85,107.08,107.71,2755508.0
2014-09-03 09:30:00,NYSE:EOG,108.85,109.08,107.46,107.74,1479234.0
2014-09-04 09:30:00,NYSE:EOG,107.76,107.99,103.97,104.61,3937570.0
2014-09-05 09:30:00,NYSE:EOG,104.35,105.29,103.05,105.18,3236407.0
2014-09-08 09:30:00,NYSE:EOG,104.07,104.07,100.75,101.41,5549802.0
2014-09-09 09:30:00,NYSE:EOG,101.63,102.49,100.82,101.31,3636027.0
2014-09-10 09:30:00,NYSE:EOG,100.93,102.14,99.33,102.01,3717147.0
2014-09-11 09:30:00,NYSE:EOG,100.93,103.13,100.5,103.06,4596770.0
2014-09-12 09:30:00,NYSE:EOG,102.5,102.57,101.03,101.32,3699845.0
2014-09-15 09:30:00,NYSE:EOG,100.8,102.41,100.12,101.91,3056044.0
2014-09-16 09:30:00,NYSE:EOG,102.33,105.9,101.75,105.22,4117680.0
2014-09-17 09:30:00,NYSE:EOG,105.65,106.09,104.52,105.19,3689602.0
2014-09-18 09:30:00,NYSE:EOG,105.82,105.99,104.21,104.98,3003894.0
2014-09-19 09:30:00,NYSE:EOG,105.24,105.9,103.96,104.37,6346213.0
2014-09-22 09:30:00,NYSE:EOG,103.82,103.86,100.57,101.74,4437043.0
2014-09-23 09:30:00,NYSE:EOG,101.55,101.63,100.45,100.84,5577332.0
